product_name,price_of_the_product,properties,star_ratings,no_of_ratings,no_of_reviews
Royal Aquafresh AUDI 12 L RO + UV + UF Water Purifier,"₹5,264","['Electrical & Storage', 'RO + UV + UF', '12 L Capacity', 'Aquafresh e50 specially designed to work upto 2000 tds. E50 is equipped with high quality membrane and pump. Aquagrand e50 is suitable for a family of 4 to 6 members. Filtration features are as follows 1. 10"" Spun pre filter which you get free with this product. 2. Sediment filter removes remaining sand and fine particles from water. 3. Activated carbon removes odur, chlorine, enhance taste and polishes water to shine. 4. Reverse osmosis removes extra tds from water. 5. Tds adjuster adjusts tds as required for human consumption. 6. Uv chamber ultra violet rays kills bacteria and viruses and give us water free from water borne diseases without adding any chemical. 7. Uf ultra filter removes any remaining impurity in water']",3.5,185,39
Aqua Red Swift Model 12 L ALKALINE VITAMIN B12 + COPPER FILTER + RO + UF + TDS+ALKALINE VITAMIN B12+CO...,"₹5,199","['Electrical & Storage', 'RO + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.8,29,7
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"15,824","3,715"
EUREKA FORBES Aquaguard Reviva  + UV NXT MTDS 8.5 L RO Water Purifier,"₹18,390","['Electrical & Storage', 'RO', '8.5 L Capacity', 'NA']",5,7,2
Aqua Fresh RO+UV+ALKALINE 15 L RO + UV Water Purifier,"₹5,258","['Electrical & Storage', 'RO + UV', '15 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-)  All service will chargeable.""]",3.7,30,4
Grand plus Aquaaudi Ro Uv Uf Tds Controller With 14 Stage 12 L RO + UV + UF + TDS Water Purifier,"₹5,915","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months']",5,2,1
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,235,34
Grand plus AQUAAUDI RO UV UF TDS CONTROLLER WITH 14 STAGE 12 L RO + UV + UF + TDS Water Purifier,"₹5,219","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",3,12,6
Royal Aquafresh NY C purix COPPER ro+uv+tds+mineral 15L 15 L RO + UV + UF + TDS Water Purifier,"₹5,779","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'OFFSITE WARRANTY ON ALL ELECTRONIC PARTS,']",3.8,23,3
HAVELLS UV Plus Absolute Safety with Double Purification through UV and UF Revitalizer 7 L UV + UF Wat...,"₹9,190","['Electrical & Storage', 'UV + UF', '7 L Capacity', 'Comprehensive 1 year warranty']",3.9,140,15
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,814",424
Grand plus RED BLUE 10 L RO + UV + UF + TDS Water Purifier,"₹5,085","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '6 Months']",3.8,10,1
Pureit by HUL Marvella with Fruit and Veg Purifier 8 L RO + UV Water Purifier,"₹16,199","['Electrical & Storage', 'RO + UV', '8 L Capacity', '1 Year Warranty on Manufacturing Defects']",4.1,49,8
HAVELLS Digiplus 6 L RO + UV Water Purifier,"₹17,800","['Electrical & Storage', 'RO + UV', '6 L Capacity', 'Comprehensive 1 year warranty']",4.3,50,7
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
KONVIO Carbon plus UF gravity 20 litres water filter purifier 20 L Gravity Based Water Purifier,"₹1,759","['Non - Electrical & Storage', 'Gravity Based', '20 L Capacity', '6 month warranty against manufacturing defects']",3.6,27,1
KENT PRIDE + (11067) 8 L RO + UV + UF + TDS Water Purifier,"₹15,489","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 year warranty provided by the manufacturer from date of purchase']",4.3,9,0
EUREKA FORBES Dr. AQUAGUARD MAGNA 7 L UV Water Purifier,"₹15,999","['Electrical & Storage', 'UV', '7 L Capacity', '1 Year Manufacturer Warranty']",4.1,32,3
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
water solution alfa half black COPPER RO+UV+TDS 12L 12 L RO + UV + UF + TDS Water Purifier,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'ONE YEAR OFFSITE WARRANTY  ON ELECTRONIC PARTS']",none,none,none
Protek Atlas 12 L RO + UF + TDS Water Purifier,"₹5,899","['Electrical & Storage', 'RO + UF + TDS', '12 L Capacity', '1 Year Warranty on Electrical Parts & 6 Months Warranty on Filter`s']",none,none,none
Grand plus AQUA TPT 14 STAGE 15 L RO + UV + UF + TDS Water Purifier 15 L RO + UV + UF + TDS Water Puri...,"₹5,297","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months']",4.3,3,1
Hindware Calisto RO + UV + UF 7 L RO + UV + UF Water Purifier,"₹7,499","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation ( 6 Months for All Filters + 1 Year for R.O Membrane).']",4,"18,523","4,294"
Aqua Fresh ALFA Model 12 L ALKALINE VITAMIN B12 + RO + UV + TDS+ALKALINE B12 anti bacterial fully auto...,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
KENT PRIME PLUS 9 L RO + UV + UF + TDS Water Purifier,"₹18,549","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', '1 Year Warranty + 3 Years free service']",3.9,7,0
Rk Aquafresh India ZST-777 12 L RO + UV + UF + TDS Water Purifier,"₹5,987","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6Month Warranty On All Electronic Items']",3.8,4,3
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"16,252","3,697"
Bepure 4G pH Hot and Cold Alkaline 9 L RO + UV + UF + MTDS Water Purifier,"₹16,999","['Electrical & Storage', 'RO + UV + UF + MTDS', '9 L Capacity', '1 Year Warranty on all electrical components including hot water system and pump']",none,none,none
"Aquaultra 14L Gold RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifier 14 L RO + UV + UF...","₹4,898","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",4,7,1
aquadeal Fresh Copper Mineral RO 15 litre 15 L RO + MC Water Purifier,"₹5,999","['Electrical & Storage', 'RO + MC', '15 L Capacity', '12 months replacement of electrical part .installation charges & service customer care 720 620 3608']",4.2,41,6
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,224,32
KONVIO RO+UV+UF +Alkaline+Copper Water Purifier 12 L RO + UV + UF + TDS Water Purifier,"₹6,649","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '1 Year warranty on electrical parts.']",3.9,12,2
aquadeal MIRACLE ACTIVE COPPER Mineral RO+UV+UF+TDS 15 L RO + UV + UF + TDS Water Purifier,"₹6,999","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '1 Year']",3.7,47,5
Blair ALFA ALKALINE 12 L RO + UV + UF + TDS Water Purifier,"₹5,499","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS']",none,none,none
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"4,009",422
Royal Aquafresh AQUA AUDI 121 LTRS 10 L RO + UV + UF + TDS Water Purifier,"₹5,020","['Electrical & Storage', 'RO + UV + UF + TDS', '10 L Capacity', '• TERMS AND CONDITION 1) Installation provided by seller charges Paid by customer RS450/- NCR Around 50 KM. , if customer will install by third party so warranty will avoid (withdrawal) 2) Membranes is not cover in warranty 3) RO Membrane will cover standard TDS of water (upto 1500-2000TDS) 4) Water Purifies body color may be differ against Shaw on website 5) Warranty cover for 1 Years ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24HR\nCustomer care Timing is :- 10AM TO 7PM (MON TO SAT) SUNDAY CLOSE']",3.7,334,60
Royal Aquafresh New Copper Audi 12 L RO + UV + UF + TDS Water Purifier,"₹5,498","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Six month OFFSITE WARRANTY ON MOTER AND SMPS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 450-600 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 9953991931 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed']",3.9,81,10
NASAKA BioSure-S UF+UV+BioMag 8 L UV + UF Water Purifier,"₹6,490","['Electrical & Storage', 'UV + UF', '8 L Capacity', '1 YEAR WARRANTY']",3.2,9,1
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
Aqua Epic Model 12 Ltr RO+UV+UF+TDS Controller 12 L RO + UV + UF + TDS Water Purifier,"₹5,299","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Repair:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",3.9,7,3
Grand plus GP PORT 15 L 15 L Gravity Based Water Purifier,"₹1,401","['Non - Electrical & Storage', 'Gravity Based', '15 L Capacity', 'ONLY MANUFACTURER']",3.8,397,35
water solution Prism COPPER RO+UV+TDS 15L 15 L RO + UV + UF + TDS Water Purifier,"₹5,399","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY  ON ELECTRONIC PARTS']",4.2,13,1
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
FABER Q-WA (RO+MAT) 9 L RO + MAT Water Purifier,"₹10,499","['Electrical & Storage', 'RO + MAT', '9 L Capacity', '1 year Warranty  on Product']",4.7,3,0
Aquagrand NYC BLACK MODEL ALKALINE VITAMIN B12 + RO + UV + UF + TDS+ALKALINE VITAMIN B12 + 12 L RO + U...,"₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.4,5,1
"Aqua AQU-SR-grand water filter RO UV UF TDS MINIRALS. 12ltrs storege tank. atu swich off, on, 70ltrs p...","₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Electrical parts only. smps. moter. sv. swich.']",none,none,none
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"40,925","5,142"
Aqua Fresh ALFA W COPPER+ALKALINE+RO+UV+TDS 12 L WHITE AUTOMATIC ELECTRICAL BOREWELL 1500 TDS BEST HOM...,"₹5,599","['Electrical & Storage', 'RO + UV', '12 L Capacity', '6 MONTH OFFSITE WARRANTY']",none,none,none
Aqua Fresh PRISM COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,489","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed']",3.8,221,40
super aqua wall mount 10 L RO + UF Water Purifier,"₹3,790","['Electrical & Non - Storage', 'RO + UF', '10 L Capacity', 'electrical item under the warranty']",3.5,74,19
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"16,252","3,697"
Aqua Active MistyECO105 10 L RO + UV Water Purifier,"₹7,988","['Electrical & Storage', 'RO + UV', '10 L Capacity', 'Two year warranty for electrical parts, except UV Lamp. Warranty starts from date of dispatch. 2) Filters are consumables, get blocked or choked because of water only. If water quality is good filters life will be more, If water quality is bad (More turbidity or more TDS) Filters life will be less. so, not covered in Warranty. 3)Electrical part will be send through courier but technicians charge is to be pay by customer.']",3.7,7,1
EUREKA FORBES reviva ro 8 L RO Water Purifier,"₹13,990","['Electrical & Storage', 'RO', '8 L Capacity', '1']",2.8,6,0
Grand plus BLACK CANDY 15 L RO + UV + UF + TDS Water Purifier,"₹5,039","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months']",3.7,162,26
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,224,32
Aquaultra Aqua Ultra Pure Pro RO+UV+Active Copper Water Purifier 12 L RO + UV + MTDS Water Purifier,"₹4,889","['Electrical & Storage', 'RO + UV + MTDS', '12 L Capacity', '1 year manufacturer warranty']",none,none,none
Aqua Fresh DT Swift Aura COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier (White) ...,"₹5,549","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS , INSTALLATION WILL BE PROVIDED BY SELLER, BUYER HAS TO PAY RS. 400-700 FOR INSTALLATION OUR TECHNICIAN WILL VISIT BUYER WITH IN 24 TO 48 HOURS for query/installation 8178961873 between 10 am to 6 pm. after installation every visit will be chargeable 300. SUNDAY closed']",none,none,none
"Aqua Ultra Advance RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifier 14 L RO + UV + UF...","₹4,825","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",3.7,16,3
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"4,009",422
"Aqua Ultra Total RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifier 14 L RO + UV + UF +...","₹4,810","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",3.3,30,8
Aquaultra C11D 9 L RO Water Purifier,"₹4,390","['Electrical & Storage', 'RO', '9 L Capacity', '12 month manufacturer warranty']",3.9,10,1
"Aqua AQU- GRAND PLUS GRAND, RO, UV, UF, TDS,MINIRALS, pree filter & candal 1pc- 2021 12 L RO + UV + UF...","₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'technician visit if applicable will be charged to the costomer.']",3.7,6,1
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
"Aqua Active RO+UV+PF+CU, 8 Stage Mineral Water Purifier with Upto 2500 TDS, Black-100GPD 10 L RO + UV ...","₹9,860","['Electrical & Storage', 'RO + UV + UF + Copper Guard + pH enhancer', '10 L Capacity', 'This product comes with Six months Warranty, On-site Warranty in all major cities of India, every visit is chargeable. Warranty obligation shall be limited to the repairing or provide replacement of the part which found faulty. Company Liability under warranty is confined to the first purchaser (Non - Transferable). Warranty  includes Pump, SV and SMPS. For Installation and for any warranty related issues, please call the Aqua Active Customer Support - 01140564566/8130777686 aquaactive.in@gmail.com']",4.4,23,2
water solution 12 15 L RO + UV + UF + TDS Water Purifier,"₹5,888","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY  ON ELECTRONIC PARTS']",3.9,8,1
CUCKOO CP-MN011P Drink Pure Alkaline Nano-Positive Water Purifier,"₹14,290","['Electrical & Non - Storage', 'Nano-Positive', '1 Year Warranty + 2 Years Extended Warranty.']",none,none,none
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Pureit CLASSIC Nxt 7 L RO + UV Water Purifier,"₹9,700","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 YEAR WARRANTY']",4.2,72,11
Grand plus AQUA CANDY K RO UV UF TDS WITH 14 STAGE 15 L RO + UV + UF + TDS Water Purifier,"₹4,898","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months']",3.3,59,11
"KONVIO Advance Water Purifier High TDS 3000 Membrane Japanese UV (Blue, ABS Plastic) 12 L RO + UV Wate...","₹6,999","['Electrical & Storage', 'RO + UV', '12 L Capacity', '1 Year warranty on electrical parts.']",3.8,67,22
Hindware Calisto RO + UV + UF 7 L RO + UV + UF Water Purifier,"₹7,499","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', '1 Year Comprehensive Warranty from the Date of Installation ( 6 Months for All Filters + 1 Year for R.O Membrane).']",4,"19,851","4,290"
Bepure 3G Hot and Normal 7 L UV + UF Water Purifier,"₹10,999","['Electrical & Storage', 'UV + UF', '7 L Capacity', '1 Year Warranty on all electrical components including hot water system and pump']",none,none,none
Aqua ROYCE Model 12 L ALKALINE VITAMIN B12 + RO + UV + UF + TDS+ALKALINE VITAMIN B12 12 L RO + UV + UF...,"₹5,399","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
Ninki Fresh Aquaxfresh NYC 15 L RO + UV + UF + Minerals Water Purifier,"₹5,999","['Electrical & Storage', 'RO + UV + UF + Minerals', '15 L Capacity', ""Water Purifier Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer (installation charge is RS. 500-700/-). If any problem occurs during warranty period Then buyer will make courier at seller or service center ( courier charges by customer) address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) and every visit will be chargeable after the installation (RS300/-) All service will chargeable.""]",none,none,none
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"15,824","3,715"
Pureit CLASSIC Nxt 7 L RO + MF Water Purifier,"₹8,499","['Electrical & Storage', 'RO + MF', '7 L Capacity', '1 YEAR PUREIT INDIA WARRANTY']",none,none,none
LIVPURE Pep Plus 7 L RO + UV Water Purifier,"₹13,600","['Electrical & Storage', 'RO + UV', '7 L Capacity', 'Manufacturer Warranty']",3.4,9,3
EUREKA FORBES Aquaguard Enhance RO+UV+UF+MTDS Water Purifier With Active Copper 7 L RO + UV + UF + TDS...,"₹18,499","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', '1 Years Warranty on Product']",4,29,6
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,235,34
Aqua Fresh Swift W COPPER+ALKALINE+RO+UV+TDS 15 L WHITE AUTOMATIC ELECTRICAL BOREWELL 1500 TDS BEST HO...,"₹5,499","['Electrical & Storage', 'RO + UV', '15 L Capacity', '6 MONTH OFFSITE WARRANTY']",3.8,21,8
Prestige PSWP 2.0 (49002) 18 L Gravity Based Water Purifier,"₹2,007","['Non - Electrical & Storage', 'Gravity Based', '18 L Capacity', 'on site']",3.9,"1,784",261
Pureit Ultima Ex 10 L RO + UV Water Purifier,"₹20,690","['Electrical & Storage', 'RO + UV', '10 L Capacity', '1 Year Manufacturer Warranty']",3.7,44,12
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,814",424
Aqua Ultra TP14L 14 L RO + UV + UF + TDS Water Purifier,"₹4,990","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 Month']",none,none,none
Royal Aquafresh AQUA RED CANDY 17 LTRS 17 L RO + UV + UF + TDS Water Purifier,"₹5,550","['Electrical & Storage', 'RO + UV + UF + TDS', '17 L Capacity', '• TERMS AND CONDITION 1) Installation provided by seller charges Paid by customer RS450/- NCR Around 50 KM. , if customer will install by third party so warranty will avoid (withdrawal) 2) Membranes is not cover in warranty 3) RO Membrane will cover standard TDS of water (upto 1500-2000TDS) 4) Water Purifies body color may be differ against Shaw on website 5) Warranty cover for 1 Years ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24HR\nCustomer care Timing is :- 10AM TO 7PM (MON TO SAT) SUNDAY CLOSE']",3.2,22,4
KENT GOLD OPTIMA (WATER PURIFIRE) 10 L Gravity Based Water Purifier,"₹1,649","['Non - Electrical & Storage', 'Gravity Based', '10 L Capacity', '1 YEAR']",3.8,290,45
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
KENT ACE+(11036) 7 L RO + UF Water Purifier,"₹14,999","['Electrical & Storage', 'RO + UF', '7 L Capacity', '1 Year Warranty + 3 Years free service']",4.2,"6,856","1,000"
Aqua Ultra C06 13 L RO + UV + UF Water Purifier,"₹4,799","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",none,none,none
Aquaultra C20 13 L RO + UV + UF Water Purifier,"₹4,850","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",3.6,626,139
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Grand plus WAVE BLACK 12 L RO + UV + UF + TDS Water Purifier,"₹5,850","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",3.6,13,1
Aquasure Desire 7 L RO + UV + UF + MTDS Water Purifier,"₹11,499","['Electrical & Storage', 'RO + UV + UF + MTDS', '7 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase']",3.9,139,28
Grand plus BLUE SWIFT GP Z1001 10 L RO + UV + UF + Minerals + Copper Water Purifier,"₹5,175","['Electrical & Storage', 'RO + UV + UF + Minerals + Copper', '10 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) All service will chargeable""]",none,none,none
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"44,883","5,154"
Blue Star Genia 6 L RO + UV Water Purifier,"₹9,999","['Electrical & Storage', 'RO + UV', '6 L Capacity', '1 year domestic warranty']",4.3,23,3
Ao Smith i1 Plus 5 L RO Water Purifier,"₹11,490","['Electrical & Storage', 'RO', '5 L Capacity', ""6 Months Comprehensive Warranty, i1+ comes with 6 months of comprehensive warranty which includes even all filters and RO membrane.So it's complete peace of mind for customer.""]",4,8,0
LG WW172EP 8 L RO + UV Water Purifier with Stainless Steel Tank,"₹12,999","['Electrical & Storage', 'RO + UV', '8 L Capacity', '1 Year Warranty on Product , Additional 9 Year Warrenty on Stainess Steel Tank .']",4.5,124,20
